"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g2171.t1.CDS1",21.6631141963757,2.71619749863662,0.82337909908661,3.29884193277404,0.000970845618424254,0.00762587706081531
"g2757.t1.CDS1",8.74501557388999,4.93976604989793,1.50049431366824,3.29209248239118,0.000994449039459526,0.00779072313281845
"g2540.t1.CDS3",17.5019766066217,3.71681379186815,1.12978362108629,3.2898457036352,0.00100242334635179,0.00783258347005056
"g2020.t1.CDS1",15.9703972782912,-5.50222985038083,1.67338719592385,-3.28807933022527,0.00100873410884089,0.00786126031942231
"g2869.t1.CDS1",16.724259296495,3.64457325962341,1.11180285551254,3.27807510257138,0.00104517583601509,0.00812399076714602
"g1890.t1.CDS4",15.8777761222155,3.2804254528945,1.0015161979343,3.27545920840884,0.00105490347469251,0.00817824907333233
"g517.t1.CDS6",37.8439232928659,2.35216523388032,0.719388319317407,3.26967393091978,0.00107671520291682,0.00832566534826852
"g1441.t1.CDS1",34.2433751444683,3.89002813894419,1.1901146317511,3.26861634599055,0.00108074734330917,0.0083351938886824
"g1073.t1.CDS5",24.2945293702731,2.08949663386358,0.639488407057247,3.26745037252336,0.00108520890914337,0.00834797654397885
"g1705.t1.CDS2",91.072983901167,-1.78848491644218,0.549039471767173,-3.25747966842102,0.00112406310495928,0.00862457696769012
"g522.t1.CDS1",7.52251202031158,4.69367427922876,1.44257950494667,3.25366765792383,0.00113925476414537,0.00871866692252124
"g1373.t1.CDS1",35.074635226639,3.20965275652766,0.98673478307306,3.25280187907393,0.00114273141775078,0.00872284982216429
"g1565.t1.CDS6",5.75292705698214,-5.86059564929028,1.80428865053002,-3.24814748880048,0.00116159042511715,0.00882156810095349
"g1998.t1.CDS6",618.655087918395,-1.74717240061367,0.537803190653881,-3.2487207792304,0.00115925209029063,0.00882156810095349
"g1656.t1.CDS3",67.0569507141124,1.69936377547389,0.523709593338424,3.24485897736028,0.00117508802139805,0.00890136651323664
"g905.t1.CDS1",5.8642422167293,6.23891143229811,1.92352285682036,3.24348182823844,0.0011807834245586,0.0089218077535811
"g1441.t1.CDS7",21.2331932335805,3.61926684746403,1.11647334406184,3.24169570793045,0.00118820818242425,0.00895517913690376
"g2144.t1.CDS4",113.849589649546,1.90728511619599,0.58972659005892,3.23418538072944,0.00121990244792189,0.00917083229157442
"g956.t1.CDS1",138.107672361974,2.08681295213553,0.645467212218191,3.2330270424799,0.00122485967398925,0.00918490491049373
"g1090.t1.CDS13",31.9126837222567,3.19571744966854,0.988910895721041,3.23155247201363,0.00123119716520576,0.00919008386364773
"g3054.t1.CDS6",4.00350700161358,-5.53359783167315,1.71242998483333,-3.23143012017027,0.00123172437406632,0.00919008386364773
"g1719.t1.CDS17",12.2452357003168,-4.78991656386985,1.48596053352592,-3.22344803633798,0.00126657276383131,0.00942646779481451
"g3000.t1.CDS6",9.25722460361106,3.25346271339726,1.01041253762067,3.21993501887709,0.00128219657243674,0.00951895061382584
"g305.t1.CDS4",52.8089125258876,-2.13652646366972,0.665039639323831,-3.21263025139675,0.00131525494689942,0.0097400845197004
"g1016.t1.CDS5",37.5117532817974,-1.96259858700786,0.61226713938731,-3.20546124518753,0.00134846204233303,0.0099452597813927
"g393.t1.CDS7",28.4563924981023,2.11763908462997,0.660686644228447,3.20520946371325,0.0013496422410758,0.0099452597813927
"g706.t2.CDS17",13.5774438821623,-2.32994865705702,0.727284663578819,-3.20362682418163,0.0013570825406678,0.00997539437918032
"g394.t1.CDS2",25.8177166455466,2.40723090767166,0.751810695115773,3.20191096417026,0.00136519187014793,0.0100102862005674
"g1016.t1.CDS4",9.02496218760616,-6.43819719345482,2.01467889949123,-3.19564432579339,0.00139518984542184,0.0102051109823607
"g1736.t1.CDS1",44.4782511478424,3.24750935900343,1.01732474624526,3.19220521371305,0.0014119098196326,0.0103020968947212
"g2337.t1.CDS1",1424.907271284,-2.69343435706788,0.84567162019096,-3.18496481702872,0.00144771607987852,0.0105375324444948
"g1424.t1.CDS1",6.24214394671742,-4.32276672449953,1.35883354890683,-3.18123343950197,0.00146649409298082,0.0106481778409851
"g1799.t1.CDS1",13.2454384259199,-2.54313752376335,0.800845448033531,-3.1755659347356,0.00149544532521088,0.0108319725867464
"g1468.t1.CDS1",34.9240538629784,-3.71002182305453,1.16885147961523,-3.17407462603873,0.00150315038259068,0.0108418827753936
"g464.t1.CDS2",283.849953076416,-1.21975037712394,0.384307480493222,-3.17389184191395,0.00150409727451715,0.0108418827753936
"g1528.t1.CDS1",4.17187421303424,-6.19716946076314,1.95445898576999,-3.17078511541221,0.0015202755845752,0.0109320299885999
"g255.t1.CDS5",5.86782022154808,5.05027643602108,1.59635544748995,3.16362903008973,0.00155815265641261,0.0111773986943141
"g2360.t1.CDS14",64.2648064578336,-1.83988839050021,0.58280692287254,-3.15694326593062,0.00159432362809659,0.0114093784635662
"g2893.t1.CDS1",128.749370853932,2.44740604106606,0.775616016059002,3.155435151406,0.00160258887683778,0.0114410241878802
"g1113.t1.CDS5",7.022475207119,3.9952579836627,1.26701422784718,3.15328580836156,0.00161443656628584,0.0114980326742415
"g2668.t1.CDS3",41.8991486832744,-2.6572121291108,0.843483706893981,-3.15028269946747,0.00163112545817776,0.0115891658448572
"g843.t1.CDS3",33.3359734281075,1.70366351375763,0.54191313414419,3.14379446892004,0.00166772528356107,0.0118209956408602
"g565.t1.CDS1",33.2054943898425,1.98087211094696,0.630503379567309,3.14173115504369,0.00167952174752983,0.0118763331173309
"g1101.t1.CDS6",22.613734701997,2.53974925914972,0.812867559600483,3.12443180829849,0.00178148809280578,0.0125378015420397
"g2229.t1.CDS8",103.62022240313,-1.96467603871812,0.628689584858258,-3.12503353966182,0.00177784787781595,0.0125378015420397
"g1049.t1.CDS1",1169.00602122365,-2.59286047405717,0.830888549368375,-3.12058756379326,0.0018049062820983,0.0126726556646383
"g2931.t1.CDS2",32.5392891146429,-2.62305432855071,0.840914601481189,-3.11928740912627,0.00181289030824419,0.0126987634062187
"g2355.t1.CDS5",9.19251707505862,3.86168765050804,1.24042399976305,3.11319972142243,0.00185070730762616,0.012933229236627
"g1145.t1.CDS1",7.18695391785305,4.64704283561407,1.49506776799886,3.10824896040273,0.00188199457216028,0.0131210722279184
"g2540.t1.CDS4",46.9132690330894,3.57696176003371,1.15195774983839,3.10511540942846,0.001902047942271,0.0132298988881794
"g2725.t1.CDS3",243.956392951474,1.73966862160471,0.560536354613247,3.1035785766385,0.0019119545632414,0.013267805908554
"g2109.t1.CDS2",28.2487515937174,3.64686551972432,1.17683088945898,3.09888663901479,0.00194249329047552,0.0134483779668503
"g281.t1.CDS1",6.84628634941145,-3.62515821490836,1.17153150176035,-3.09437536204634,0.00197227783706059,0.0136229028327828
"g2109.t1.CDS1",105.554502290421,2.39480619056555,0.774317776247763,3.09279505653409,0.00198281015348308,0.0136312532282432
"g2143.t1.CDS1",58.9072107214244,4.50206753715143,1.4556166871407,3.0928936009898,0.00198215187459592,0.0136312532282432
"g808.t1.CDS5",31.3899547470179,-2.82577742557601,0.913951846817401,-3.09182309266734,0.00198931364967258,0.0136312532282432
"g2711.t2.CDS8",7.5724217228221,-2.88681307662253,0.936218073719338,-3.0834836003048,0.00204592386249322,0.0139695305932164
"g2413.t1.CDS8",5.98236921487805,-5.25715714952448,1.70625502844213,-3.08110866306103,0.00206231371208441,0.0140492172102409
"g1393.t1.CDS2",4.94198864035099,5.23320519917862,1.69936091433117,3.07951368955563,0.00207338841487712,0.0140603127815243
"g2723.t1.CDS1",46.8807616209484,1.57263513639882,0.510633015223312,3.07977566963833,0.00207156561907765,0.0140603127815243
"g1464.t1.CDS2",40.762613938657,4.59501921982501,1.49361884026866,3.07643362278324,0.00209492940501333,0.0141741019061925
"g455.t1.CDS14",8.90102684471996,4.67178229511561,1.51958509733846,3.07438017344221,0.00210940439891906,0.0142396755001861
"g2944.t1.CDS3",9.40028947731183,3.26254970273183,1.06210345161125,3.0717814707997,0.00212785442473096,0.0143317253900997
"g1116.t1.CDS1",99.2563620194168,-2.00948462525312,0.654589470632159,-3.06983951836636,0.00214173819539758,0.0143926740580104
"g395.t1.CDS1",256.481465029563,1.27133337864819,0.414662700749175,3.06594583103632,0.00216982621444039,0.0145485870279032
"g252.t1.CDS11",45.9020929524969,3.13940262653136,1.02436529862182,3.06472957523562,0.00217866892939059,0.0145688255924349
"g2583.t1.CDS1",8.55133432239668,4.99886042655235,1.63138287470956,3.0641859149357,0.00218263225200738,0.0145688255924349
"g1462.t1.CDS3",18.5812079019181,-2.37793452107924,0.776747239365445,-3.0614006726588,0.00220304072419767,0.014628875597634
"g1784.t1.CDS3",6.60671477287832,-3.07255016750151,1.00379022624174,-3.06094848024707,0.0022063705553704,0.014628875597634
"g263.t1.CDS1",68.6851543073847,2.64656955673607,0.864566204825077,3.06115314473983,0.00220486288653339,0.014628875597634
"g123.t1.CDS6",154.242646530309,-1.91900433123375,0.627692760738244,-3.05723508580339,0.0022338900283572,0.0147614179842217
"g2114.t1.CDS8",15.7100116325409,4.15541108383719,1.35985947877549,3.05576506153342,0.00224487081677211,0.0147614179842217
"g2170.t1.CDS6",10.8248613438298,2.84270360507152,0.930295741750413,3.05569882510994,0.0022453667521285,0.0147614179842217
"g2173.t1.CDS1",16.6736731121333,3.05919606666576,1.0011807296858,3.05558824291976,0.00224619494351778,0.0147614179842217
"g2100.t1.CDS1",33.4185583106897,-1.90051162607685,0.622799159225258,-3.05156421283712,0.00227652349498845,0.0149277763096489
"g1798.t1.CDS12",13.4926753240231,3.19544569822467,1.04767124312289,3.0500462040933,0.00228806163364358,0.0149704604029823
"g2448.t1.CDS4",31.0381342223731,2.59352342329681,0.850519158941521,3.0493415651265,0.00229343566310281,0.0149727148444234
"g2921.t1.CDS3",119.021612067345,2.12820086299561,0.699505117029441,3.04243787669968,0.00234670250804942,0.0152869439091097
"g3039.t1.CDS2",4.66056738213297,-5.11851650619697,1.68752917292041,-3.03314253070895,0.0024202126021549,0.0157313819140068
"g453.t1.CDS5",30.148487033032,3.67770160348397,1.21336390023588,3.03099639174119,0.00243748160737134,0.0158091127345195
"g456.t1.CDS1",14.7668375003171,-2.3905050836561,0.789037858511064,-3.02964560935903,0.00244840848762941,0.0158454610166799
"g1723.t1.CDS2",3.73534496756329,5.58654141975462,1.84875253911612,3.02178972120602,0.00251285041936539,0.0162272357883965
"g2556.t1.CDS7",14.9085015209873,-4.22249123500559,1.40240042565165,-3.01090270494145,0.00260472299713506,0.016784113338682
"g2897.t1.CDS8",7.67985567761752,-3.36044166450012,1.1168734031418,-3.00879370486136,0.00262287146698067,0.0168645536872601
"g2303.t1.CDS7",9.20116258377606,-3.16338871679287,1.05204516027284,-3.00689441503866,0.00263931417718202,0.0169252699930614
"g2389.t1.CDS1",4.8460673807092,4.96289879366174,1.65078268707818,3.00639135151452,0.00264368510136835,0.0169252699930614
"g1991.t1.CDS1",7.50517289140271,-4.25015417614023,1.41732827531157,-2.99870837982536,0.00271126679911195,0.0173206894011937
"g2624.t1.CDS1",14.8435249378555,4.71437136732569,1.57314662069512,2.99677811674195,0.00272849227046787,0.0173934078997492
"g2113.t1.CDS12",60.6061712308968,2.73641447278817,0.915261426188315,2.98976270002354,0.00279194254340357,0.0177598567344283
"g1633.t1.CDS1",50.0224203581314,1.86759327867581,0.625461888898661,2.98594256792263,0.00282705732144939,0.0178686829001164
"g2312.t1.CDS8",26.1154311362668,2.79188361731897,0.934982300750569,2.98602830778482,0.00282626479390217,0.0178686829001164
"g624.t1.CDS1",24.3023075144574,3.43975582439207,1.15179565273258,2.98642890015379,0.00282256464731596,0.0178686829001164
"g126.t1.CDS1",5.21963594683781,-3.76496589011473,1.26195348348795,-2.98344268578635,0.00285025412595809,0.0179461256236979
"g1757.t1.CDS1",172.748073631033,-2.20242421195049,0.738245235963065,-2.98332329781628,0.00285136628149449,0.0179461256236979
"g1037.t1.CDS6",13.161405119511,-2.68192962428549,0.900506539435351,-2.97824558383236,0.00289903596419629,0.0182076583658489
"g1798.t1.CDS15",7.88125620728206,5.36476773593336,1.80243227235429,2.97640461626114,0.00291649790931641,0.0182403661261238
"g355.t1.CDS1",114.776869167609,2.99302297602293,1.00539335136709,2.9769671461952,0.002911152042621,0.0182403661261238
"g1797.t1.CDS1",45.5008225719554,1.94096902476038,0.652663570968527,2.97391965952697,0.00294022046522672,0.0183501809748007
"g428.t1.CDS3",11.9785588158402,-2.5680723208527,0.865227338534218,-2.96808966439187,0.00299656903313454,0.0186627322419279
"g2394.t1.CDS5",13.8300973987081,-3.86735963006585,1.30491696880449,-2.96368253499606,0.00303981714622933,0.018892558756419
"g2523.t1.CDS1",2000.76591448221,-3.9216344644309,1.32485896554414,-2.96003919392298,0.00307599906356383,0.0190776025254782
"g1759.t1.CDS1",899.063962648348,1.59064139563967,0.537844955169861,2.95743481527557,0.003102103307663,0.0191995042555358
"g240.t1.CDS13",38.817567726408,-1.82536836970363,0.617426826304769,-2.95641247178757,0.00311240556547194,0.0192233015942116
"g1046.t1.CDS4",13.2585829165183,2.62911851200543,0.890044380932752,2.9539184430895,0.00313766914575535,0.0192992583613919
"g1684.t1.CDS2",6.17657861547286,-4.72582398290785,1.59974752182591,-2.95410614389571,0.00313576132126528,0.0192992583613919
"g604.t1.CDS5",106.908489585419,-2.30655523640102,0.781201523760715,-2.95257390858281,0.00315136620124385,0.0193435405795937
"g1071.t1.CDS7",7.56209828110129,-3.7323051869736,1.26726984117006,-2.9451542723747,0.00322793670193844,0.0197727727606394
"g2928.t1.CDS1",8.27517011467681,4.2557858132675,1.44553599692145,2.94408843662906,0.00323907429399064,0.0198002549757908
"g1741.t1.CDS5",105.301154357215,-1.64263379603873,0.558550968143999,-2.94088434131089,0.00327276708527768,0.0199652205181796
"g2250.t1.CDS4",8.26826670683356,4.25130209989976,1.45186661946398,2.92816298887657,0.0034097125193035,0.0207157432040133
"g2403.t1.CDS2",137.393947373739,2.7295449768247,0.932113517083484,2.9283396569178,0.00340777549438154,0.0207157432040133
"g1067.t1.CDS4",10.6735561531866,-3.71014444018929,1.26779373716495,-2.92645746025371,0.00342846389975375,0.0207872444594031
"g2863.t1.CDS7",86.1060741347533,-1.95545026147003,0.669955440095836,-2.91877659981432,0.00351407961794,0.0212630386638361
"g285.t1.CDS4",23.2554766545975,-1.69550609554106,0.581180546708598,-2.91734832685509,0.00353021293132705,0.0213173304189871
"g2369.t1.CDS7",327.171418032455,3.96139649686762,1.35880516258502,2.91535284523897,0.00355286611120355,0.0214106931438319
"g2343.t1.CDS10",4.57778830096151,4.8762564213811,1.673212864309,2.91430727398507,0.00356478841029802,0.0214391416110247
"g2380.t1.CDS14",164.179297584344,-1.77846479135602,0.610561857324525,-2.91283310613151,0.00358165968816801,0.0214539253353645
"g517.t1.CDS9",371.397001608719,1.94133793172885,0.666416775561045,2.91309883382583,0.00357861318211636,0.0214539253353645
"g1965.t1.CDS4",6.69730183146187,3.82570526387644,1.31520401289359,2.90883028516578,0.00362783742010134,0.0216868915655455
"g1895.t1.CDS4",4.14120567172471,-5.12210057712719,1.76373505633553,-2.90412131840781,0.0036828542164184,0.0219199524364968
"g2177.t1.CDS6",129.616021912716,3.18850483733378,1.09794718905232,2.90406029463575,0.0036835721346761,0.0219199524364968
"g312.t1.CDS5",43.630389839035,1.84213078673637,0.634428503905518,2.90360659301448,0.00368891372881588,0.0219199524364968
"g1096.t1.CDS14",33.5486382690094,2.84086372657005,0.980305163359585,2.89793814492844,0.00375624663457857,0.0222755901018733
"g446.t1.CDS6",16.7361937112716,2.45774229796435,0.848458005961097,2.89671649120727,0.00377090361999684,0.0223180518424068
"g2404.t1.CDS5",9.78558525167366,5.11651307813996,1.76779465668663,2.89429151671371,0.00380015173195905,0.0224465311627819
"g2145.t1.CDS15",5.72320874340189,-3.31072387599701,1.14687007034788,-2.88674712296988,0.00389246936254334,0.0229462995886961
"g1577.t1.CDS11",5.02563470488945,3.92975615335639,1.36207645273044,2.88512156970245,0.00391262541145841,0.0229741338262558
"g1604.t1.CDS7",16.4932610717152,2.88924879550875,1.00122998326944,2.88569943348492,0.00390544935467018,0.0229741338262558
"g1332.t1.CDS5",3.88307859684321,5.6450295583983,1.9608325239214,2.87889429083368,0.00399072074730923,0.0233865662691724
"g403.t1.CDS1",476.596554781506,3.07838396644842,1.07420738256584,2.86572594492454,0.00416054252408786,0.0243338606958931
"g1574.t1.CDS1",80.3101835154875,2.70409494067514,0.944953131891701,2.86161805216923,0.00421484503769574,0.0246031248572946
"g446.t1.CDS7",200.844898561367,1.80696000436868,0.631695419788909,2.86049249015056,0.00422983570992663,0.0246423109754434
"g2944.t1.CDS1",177.309681072025,1.30102091978197,0.457205240822664,2.84559493990271,0.00443285429282885,0.0257746234956084
"g1148.t1.CDS4",22.0093624868172,1.85720130472024,0.653728482442621,2.84093680266294,0.00449812253351826,0.0260774960464216
"g1805.t1.CDS3",24.00747570327,2.71078359971264,0.954498165648137,2.8400092292183,0.00451122286325398,0.0260774960464216
"g2383.t1.CDS5",8.85054325977778,4.36321593547355,1.53629476319263,2.84009035245697,0.00451007576361272,0.0260774960464216
"g1648.t1.CDS6",48.5960201386573,1.51759247623624,0.534736192283315,2.83802087484698,0.0045394213750693,0.0261896461891111
"g1651.t1.CDS2",11.2010606301602,3.01236891755514,1.0621246901101,2.83617257522078,0.00456577674671134,0.0262907492745835
"g2540.t1.CDS6",8.51663976220095,3.76903255470816,1.3312713630751,2.83115273057635,0.00463805680540724,0.0266553959646667
"g1759.t1.CDS3",9.65422781282697,2.69712326082985,0.953364663857075,2.82905729893319,0.00466853396625787,0.026778854754431
"g2748.t1.CDS1",24.9634504139143,3.39742627207822,1.20220401352542,2.82599811168105,0.00471335419036953,0.0269839527398656
"g113.t1.CDS3",39.6462047684438,-1.98849945817705,0.703823620411016,-2.82528093759601,0.00472391772607678,0.0269925202889263
"g1734.t1.CDS8",32.1748433766031,2.68043109581807,0.94981148943728,2.82206640541493,0.00477152960383366,0.0272123441199479
"g668.t1.CDS1",22.576159220921,4.30440251430725,1.52909307900985,2.81500359487241,0.00487766882632474,0.0277644743708771
"g1361.t1.CDS1",9.95639409984062,4.54304221573173,1.62053239137313,2.8034257383046,0.00505628750619838,0.0287262746296805
"g1783.t1.CDS1",7.88663121924815,-3.85481907970172,1.37915453472607,-2.79505956920727,0.00518901528167294,0.0294241876067435
"g1798.t1.CDS16",13.6347060830362,2.74327477694424,0.982740739697509,2.79145319424595,0.00524719460995864,0.0296975253875416
"g279.t1.CDS4",13.5739655653227,2.75443218729455,0.989043263653518,2.78494610753396,0.00535366203574781,0.0301853255311008
"g2871.t1.CDS5",189.198943036161,-1.85857938460577,0.667361996061602,-2.78496437551743,0.00535336042837898,0.0301853255311008
"g1117.t1.CDS3",1630.24844923999,-1.31828371123533,0.473715919331578,-2.78285710367397,0.00538825320443445,0.0303229296589817
"g241.t1.CDS5",170.26686258192,-1.2325274309687,0.443121559609115,-2.78146572704774,0.00541140441415951,0.0303957564923639
"g1734.t1.CDS5",70.0274353071545,1.89472505411177,0.681465367409,2.78036881216093,0.00542971932310768,0.0304411947738071
"g1226.t1.CDS7",12.8833388024389,2.86997019322325,1.03391159591817,2.77583712626277,0.00550597833933158,0.0308107096168987
"g1796.t1.CDS2",37.6710433372045,1.5493882455119,0.559792620741754,2.76778969229513,0.005643786206791,0.0314023033953538
"g1825.t1.CDS1",4.14964614958686,-5.44437066456403,1.96815760500905,-2.76622697832118,0.00567090484033856,0.0314023033953538
"g2114.t1.CDS5",6.42332562697358,4.45532828451428,1.61097190285073,2.76561513992284,0.00568155438664676,0.0314023033953538
"g2305.t1.CDS1",26.7144179156517,3.40505283373584,1.23158093985852,2.76478201597291,0.00569608459304369,0.0314023033953538
"g2333.t1.CDS12",10.6383515138567,2.78681804675232,1.00780721517343,2.76522930655218,0.00568827940225377,0.0314023033953538
"g429.t1.CDS5",22.4037171700064,-1.95600682922398,0.706980946797269,-2.7667037394501,0.0056626189094164,0.0314023033953538
"g2111.t1.CDS7",37.5047300592584,2.32970289182457,0.844651280775866,2.75818310449325,0.00581236303668065,0.0319841123109026
"g1464.t1.CDS1",44.9435267197394,4.21975082072984,1.53063987629355,2.75685410140233,0.00583603849730455,0.032055141340361
"g1740.t1.CDS6",10.8809403005199,3.81886474922456,1.38617355648527,2.75496869158833,0.00586977519832182,0.0321810695495471
"g1226.t1.CDS2",73.0817134239484,1.93358886071359,0.702541693872581,2.75227630983035,0.00591825628177825,0.0323816745997733
"g1694.t1.CDS1",9.9170524480304,2.8271527689736,1.02749396110955,2.75150305109401,0.00593224672002772,0.0323816745997733
"g2343.t1.CDS11",4.98638113866846,4.03511744201302,1.46671245869481,2.75113054238577,0.00593899708816802,0.0323816745997733
"g2211.t1.CDS1",6.17978943998861,5.32311650618339,1.93870377228735,2.7457090568834,0.0060380284029453,0.0328014791160003
"g2752.t1.CDS1",4.55372150180792,-4.53019751425465,1.6530704063033,-2.74047463252661,0.00613505176723794,0.0332678490183376
"g1439.t1.CDS9",59.6449558515531,2.60392825414382,0.951362974447215,2.73705023643244,0.0061992825385439,0.0335550256677185
"g830.t1.CDS2",26.4883177804374,-2.72368057833323,0.995401396720436,-2.73626356895518,0.00621412317245069,0.0335743097720249
"g1751.t1.CDS2",306.66429888208,1.65843050062713,0.606331130312512,2.73518943316064,0.00623443860700402,0.0336230502410343
"g394.t1.CDS7",20.3453678196402,2.465232909485,0.901808683043743,2.73365399539564,0.00626358260631729,0.0337191418065218
"g2871.t1.CDS4",6.2312997342775,-3.57856053180914,1.30961244734357,-2.73253399436446,0.00628491853572064,0.0337729286657768
"g2748.t1.CDS5",31.2602099422717,3.56974863015086,1.30862963965372,2.72785249697957,0.00637481065290878,0.0341942546192963
"g1360.t1.CDS1",188.770780350554,1.63392205680878,0.599599327510767,2.72502316437211,0.00642969758593087,0.0343648289287544
"g1734.t1.CDS4",18.1196429547723,2.23652363088519,0.820618265580063,2.72541292912153,0.00642211127570165,0.0343648289287544
"g1161.t1.CDS1",34.7746016437617,-1.99645852674778,0.733162951831543,-2.72307612074553,0.00646771536217152,0.0345060728193273
"g1592.t1.CDS1",49.7389630328835,1.41307357387751,0.519121224779081,2.7220493141633,0.00648784601990115,0.0345515520594736
"g291.t1.CDS9",12.310783887028,2.07661192083341,0.763303251923117,2.72055950973805,0.00651715402002688,0.0346456562814643
"g309.t1.CDS3",495.236012694646,-3.13610085180403,1.1545878491915,-2.71620808585512,0.00660343997621003,0.035041783973578
"g240.t1.CDS16",6.66167835571834,-2.56137470388925,0.943516985099306,-2.71470969186598,0.0066333890947977,0.0351380771089195
"g1735.t1.CDS2",39.6281810509818,2.50341616697693,0.922610218159364,2.71340607084466,0.00665954447933303,0.0352054807946717
"g546.t1.CDS2",549.4728241823,-1.98279268588387,0.730876264566584,-2.71289790353185,0.00666976525636373,0.0352054807946717
"g2020.t1.CDS4",101.468646407267,-4.21080617125407,1.55355406621199,-2.71043426349572,0.00671951667629599,0.0354053117616516
"g111.t1.CDS1",25.8159421229043,-1.67152950081158,0.616840167241756,-2.70982596397044,0.00673185208063704,0.0354076389470963
"g428.t1.CDS1",13.5553241957368,-2.79558186196937,1.03498319829987,-2.70108912546752,0.00691128154224862,0.0362872753990726
"g1798.t1.CDS14",22.7432817009828,2.31057502448911,0.856567186130034,2.697482534824,0.00698659495498244,0.0366181217975048
"g1087.t1.CDS3",8.54402282167178,3.76151442138491,1.39565782924171,2.69515517526858,0.00703558573141777,0.0367361524578344
"g2258.t1.CDS6",8.49864265344524,3.52365366928475,1.30717287164152,2.69562943488861,0.00702557764147447,0.0367361524578344
"g757.t1.CDS6",19.9550755421063,-1.75476663186193,0.651202480551569,-2.69465593923358,0.00704613471730716,0.0367361524578344
"g401.t1.CDS4",176.857543765978,1.86850141225438,0.693595956086707,2.6939335442446,0.00706142425481142,0.0367515035079958
"g1101.t1.CDS5",31.7032120146377,1.66525526564295,0.618968333598168,2.6903723102643,0.00713723428774087,0.0367912331501455
"g1471.t1.CDS1",178.345901472143,-2.09266867066042,0.777256934995263,-2.69237696885029,0.00709447057065135,0.0367912331501455
"g2547.t1.CDS1",137.250843176347,1.79333750631557,0.666788140254137,2.68951620170098,0.00715556734764335,0.0367912331501455
"g2892.t1.CDS1",38.9348048597716,2.05744361907536,0.764621289379364,2.69080085481973,0.00712807310465082,0.0367912331501455
"g2932.t1.CDS1",15.0512992172018,2.50343231044915,0.93061684138117,2.69007845026068,0.0071435223681783,0.0367912331501455
"g395.t1.CDS3",18.6502448975516,2.18412310605195,0.811817990694374,2.69040983457856,0.00713643169214651,0.0367912331501455
"g549.t1.CDS13",3.97463941685846,4.66259400503649,1.73284600992254,2.69071456917566,0.00712991682111501,0.0367912331501455
"g2799.t1.CDS1",324.998541218298,1.44920479412921,0.539543131186479,2.68598506840843,0.00723163204713956,0.0371182217316112
"g1715.t1.CDS1",34.3956249987255,2.42803074895397,0.904456738300884,2.68451839223983,0.0072634386780174,0.0372173097150737
"g1794.t1.CDS1",43.4640155675681,-2.78365189353745,1.03803829150457,-2.68164663704527,0.00732607990097835,0.037473779837135
"g2666.t1.CDS1",9.39270429966736,2.47645609623546,0.924573148121549,2.67848585184078,0.00739558564812553,0.0377644227692448
"g236.t2.CDS5",5.49425190682952,-3.4965091057681,1.30570438168283,-2.67787192477803,0.00740915432270427,0.0377689253744702
"g1378.t1.CDS8",26.4104637586722,2.94192183773959,1.09934495413895,2.67606798636177,0.00744915326353914,0.037814252715878
"g1740.t1.CDS5",5.78855877605575,3.66371864613107,1.36895571039647,2.67628720075246,0.00744428228130566,0.037814252715878
"g549.t1.CDS10",9.3928452260707,3.67568082393116,1.37369949078199,2.67575321138013,0.00745615261814592,0.037814252715878
"g1729.t1.CDS1",9.4263200826466,-4.22745020973964,1.58164163006405,-2.67282431707898,0.00752156299465854,0.038081110603909
"g2114.t1.CDS6",31.9284328735063,3.16694667712535,1.18626150010448,2.66968680754321,0.00759220271851357,0.0383734931969692
"g959.t1.CDS1",77.2771542808474,-1.7652780363984,0.661885350303019,-2.66704503369086,0.00765214175386339,0.0386108915275446
"g1182.t1.CDS6",4.98046326519199,-3.00872117025347,1.12849626121172,-2.66613304241068,0.00767293214133348,0.0386502859302027
"g3047.t1.CDS5",40.5558004234468,-2.08249934689172,0.783961839610752,-2.65637846342841,0.00789849159188779,0.0397192727517736
"g952.t1.CDS1",28.4222252060703,3.4167837247925,1.28826497372838,2.65223676376448,0.00799604500392674,0.040142033687504
"g2715.t1.CDS12",45.5009933450722,-1.83576598402016,0.692385660857642,-2.65136337708993,0.00801675394237704,0.0401782432431927
"g2941.t1.CDS5",74.7227954084144,-2.29677313202144,0.866697317179371,-2.65002912377322,0.00804848325332869,0.0402694699918647
"g291.t1.CDS2",97.2802541011474,1.78328420496689,0.673248181988498,2.64877685922567,0.00807836505825503,0.0403511623799081
"g1592.t1.CDS7",26.806678446489,2.70198545436708,1.02119505052911,2.6459053566379,0.00814726077172179,0.0406271278348673
"g519.t1.CDS6",3.66514198665309,4.05931994250695,1.53616512070921,2.64250235068015,0.0082295894044446,0.0409690429047351
"g659.t1.CDS7",203.338258779044,-1.37824855576551,0.523295717628031,-2.63378527539412,0.0084438868934716,0.0419656949613772
"g1254.t1.CDS2",11.8183351049237,4.03161072076295,1.53203179182246,2.63154507777352,0.00849975905693967,0.0421729711875157
"g1040.t1.CDS8",87.9248278270428,1.48976759401793,0.566337169749108,2.63053119871667,0.00852515442918312,0.04222859357018
"g1332.t1.CDS2",22.0292261220535,3.65235768327863,1.39073794083045,2.62620122457989,0.00863437567897773,0.0426659707726448
"g1393.t1.CDS3",4.84367404225148,4.61947051692995,1.759197675791,2.62589621422326,0.00864211635065664,0.0426659707726448
